image_id,Top1_预测,Top2_预测,Top3_预测,真实病名,真实标签ID,是否正确(Top1)
vitiligo_original_roi64.jpg_0a3981e9-0289-4dd7-82d3-357c917c0787.jpg,Vitiligo,AK,BCC,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi88.jpg_a18d60fd-1c03-4923-989a-143a4ab94968.jpg_f64997c9-8ffc-42f3-bb6f-59c8d4891f3a.jpg,Vitiligo,Pityrasis-Alba,NV,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi55.jpg_334f2995-84b8-48e0-96a1-04da5c4f0594.jpg_cc87c05c-b27e-496f-bc9b-37dfab62684c.jpg,Vitiligo,NV,Pityrasis-Alba,Vitiligo,8,YES
vitiligo_original_roi298.jpg_bbd930e7-6a8e-4e68-83e9-9f88ac8c6b79.jpg,Vitiligo,BKL,MEL,Vitiligo,8,YES
vitiligo_original_roi1.jpg_415c4b11-da68-4f2e-9f3b-25ec11f9acc4.jpg,Vitiligo,NV,Pityrasis-Alba,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi175.jpg_8cae3d74-87bd-437c-a0e1-59775776dce2.jpg_e2d60c89-c8a8-43cd-8161-5ae617703bd1.jpg,Vitiligo,BKL,NV,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi172.jpg_3473f36f-46a5-4a95-8d3e-ba6e3d7dde40.jpg_b4695af3-d7a9-4e9d-a0a1-f361fd4c5196.jpg,Vitiligo,NV,BKL,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi275.jpg_0ea33c78-e50c-43f3-9f0b-779f19ad4b00.jpg_1dc0612a-98cb-4213-9af1-7f10095af6eb.jpg,Vitiligo,NV,BKL,Vitiligo,8,YES
vitiligo_original_roi318.jpg_9d5807fb-5045-42bf-b9d7-da0ea62ec747.jpg,Vitiligo,NV,Psoriasis,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi235.jpg_d9b750eb-703c-4224-9bc6-4da4e3a66006.jpg_795738ee-1d2c-4e4f-93bf-2ff8c7af5acd.jpg,Vitiligo,AK,BCC,Vitiligo,8,YES
vitiligo_original_roi47.jpg_31ae0a85-c31f-45d3-a6b3-68c6f5e61931.jpg,Vitiligo,BKL,NV,Vitiligo,8,YES
vitiligo_original_roi94.jpg_ba63e63c-bad5-4ca2-ab69-700cf19e9c26.jpg,Vitiligo,NV,BKL,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi341.jpg_4de8d499-6b9c-4519-b933-a4f36f3343f0.jpg_4b97cd17-5511-48ea-9bb3-b8ce0b34f090.jpg,Vitiligo,BKL,Pityrasis-Alba,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi329.jpg_472cc7a7-f22e-443d-8402-286308661bef.jpg_899901d4-9bc9-4fb2-8645-c943c36acea7.jpg,Vitiligo,VASC,NV,Vitiligo,8,YES
vitiligo_original_roi268.jpg_056e5024-82c4-47d1-8cf6-a7e2482760a9.jpg,Vitiligo,Psoriasis,BKL,Vitiligo,8,YES
vitiligo_original_roi341.jpg_b753a5ad-90f9-4617-8acf-61ccaae1a9a1.jpg,Vitiligo,MEL,BKL,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi152.jpg_ccb0ca3b-9c03-4d3a-9017-71a8462cf695.jpg_d1a707c2-2d9d-4bf0-8203-57ea4ecbbde0.jpg,Vitiligo,NV,AK,Vitiligo,8,YES
vitiligo_original_roi208.jpg_1dfaad5a-36e3-41d1-a52f-6ef2dc3cec12.jpg,Vitiligo,BKL,Pityrasis-Alba,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi77.jpg_83af9bf9-1124-4235-9b12-1883293c0888.jpg_bb57e7cd-a905-4105-9340-78fbca094bab.jpg,Vitiligo,BKL,NV,Vitiligo,8,YES
vitiligo_original_roi100.jpg_a194b368-c617-403f-8f9d-3102a5394ef3.jpg,Vitiligo,DF,BCC,Vitiligo,8,YES
vitiligo_original_roi108.jpg_cf26f24b-8fcc-47d4-9698-1bb296cc5772.jpg,Vitiligo,Pityrasis-Alba,NV,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi81.jpg_4ecc5b23-5c5a-43df-99b8-eb06c3624ee8.jpg_5b2f9acb-4f34-441a-93fd-c4e522886725.jpg,Vitiligo,Psoriasis,NV,Vitiligo,8,YES
vitiligo_original_roi78.jpg_55aa2bea-dd00-4ce0-b387-08010b9acb36.jpg,Vitiligo,Pityrasis-Alba,NV,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi363.jpg_950f6bd8-c42c-4e42-8804-bbec1dcfb976.jpg_2167dc9e-6fec-41f7-93c8-6106013cc50d.jpg,Vitiligo,VASC,BKL,Vitiligo,8,YES
vitiligo_original_roi152.jpg_a5f35044-c060-4fb0-8c82-27b864b47e5c.jpg,Vitiligo,NV,VASC,Vitiligo,8,YES
vitiligo_original_vitiligo_original_roi16.jpg_97e38c2b-8fdf-4017-8543-54a9ebb5f344.jpg_7625604a-d7d6-4a87-b579-6468f4d05ce1.jpg,Vitiligo,Pityrasis-Alba,NV,Vitiligo,8,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0007.jpg_c819bdae-6b90-4d88-8449-ef678ff6100e.jpg_70ce0f0d-9931-4974-9579-31ec8c19c931.jpg,Pityrasis-Alba,NV,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0008.jpg_31d98b0b-f363-4da0-adb4-832599120092.jpg_9ced101a-91e7-4a50-8d38-97217c1b1b43.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0016.jpg_cd342ff6-44ce-4c17-842e-370acbc9e219.jpg,Pityrasis-Alba,Psoriasis,Vitiligo,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0014.jpg_7ef897f8-5a11-442a-8759-273272769f68.jpg_228ccb9b-fe54-4386-beb3-6d405af90cae.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0007.jpg_6aad78f2-9e76-4714-92da-c1a8cad4a4bd.jpg,Pityrasis-Alba,NV,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0012.jpg_37340a10-7a0a-4318-baf5-32cdfc3dd19c.jpg,Pityrasis-Alba,Psoriasis,Vitiligo,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0013.jpg_78ece266-7b30-4399-8eb3-94ab929f5d09.jpg_7707d3b2-e3a5-44b1-a79f-99ef071d7d61.jpg,Pityrasis-Alba,Psoriasis,VASC,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0010.jpg_492d941a-c3b4-474b-9ecf-076fc600278c.jpg_c1f2d97e-eb1b-4814-a12a-0a4fba851749.jpg,Pityrasis-Alba,NV,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0010.jpg_6f8bf793-ae79-4c18-82a6-e2479b3331eb.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0003.jpg_926b6dc1-6e4b-4de6-b6b6-262415ccb4ee.jpg_f17e14cb-df02-4f2a-a667-121fe6363faa.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0015.jpg_9123e133-a5ce-4715-8653-449d8379456d.jpg_7a70b80f-4214-40ee-8862-0dd129e68e53.jpg,Pityrasis-Alba,Psoriasis,Vitiligo,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0010.jpg_4e7b017f-4119-4784-8584-45cfcbd09356.jpg_294462b7-1bec-4486-8453-9ed9356149dc.jpg,Pityrasis-Alba,Psoriasis,NV,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0004.jpg_0e93fb55-bc8e-4941-af59-f7be6a0e2f18.jpg_4a023e8c-e3bb-4297-ae7f-183b617c73f0.jpg,Pityrasis-Alba,Psoriasis,Vitiligo,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0006.jpg_9ced1e91-3a27-4771-9b20-9426d50ce1a5.jpg_cdf976cd-b351-4177-8d61-b1797944d6a4.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0010.jpg_f4669c2d-9b7a-494f-b349-d6e70563427b.jpg_e86330f1-82d2-468d-86e6-17aebf87f60d.jpg,Pityrasis-Alba,NV,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0004.jpg_cda20689-e9a3-4da2-8e02-8f11e26c61f7.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0001.jpg_292820d9-4e5b-4849-9c96-6b09eb7e6119.jpg_eb73ddae-234a-4990-820f-9fa9a685abcd.jpg,Pityrasis-Alba,Vitiligo,NV,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0013.jpg_b2f0b9f6-3d6e-4acf-b85b-074f77686672.jpg,Pityrasis-Alba,Psoriasis,VASC,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0014.jpg_02c2966c-3b80-423e-b0e0-90ecdde6ebfe.jpg_23a7ba8f-75d0-469f-9f4b-a41dd10727ea.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0005.jpg_edcf95f7-cdae-462c-b420-d25a91ec162f.jpg_f637500a-6728-4982-ae53-3c30d9631dc1.jpg,Pityrasis-Alba,MEL,NV,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0016.jpg_9d601cd8-33ae-4d80-bce6-bf8088c5d637.jpg_845920bf-b6c9-449b-a9cd-41b55c39a59a.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0001.jpg_45a97d13-fae0-4624-bfa6-c9953f34f1a1.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0014.jpg_be925445-9fea-4dc8-9d34-4ec81ccc51a4.jpg_2f61ae0a-283e-4bbc-8c7b-3d6881709d54.jpg,Pityrasis-Alba,MEL,NV,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0009.jpg_cc9a0161-5e79-4cc6-a6d7-9a291f1ec667.jpg_420fffdd-cbce-4988-88f8-63534fdd8ca8.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0016.jpg_9d601cd8-33ae-4d80-bce6-bf8088c5d637.jpg_334ef576-a093-4d8e-8a7f-26eaba3ef283.jpg,Pityrasis-Alba,Psoriasis,Vitiligo,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0001.jpg_9ca50d5b-6ebb-4f86-9647-10a9d7ddfd79.jpg_5a3a1bb9-c20c-4936-ab90-b4b554b4333f.jpg,Pityrasis-Alba,Psoriasis,MEL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0010.jpg_7d8b6f79-35de-4092-9948-071e11c18425.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0011.jpg_dc8e9812-ffb6-4d4e-921b-d48a497f6649.jpg_d69a8747-ae50-4f8e-818a-e40d4cbeda4e.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0004.jpg_cda20689-e9a3-4da2-8e02-8f11e26c61f7.jpg_7eb8c296-043b-4d8f-b964-497a7fa7c4a0.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0007.jpg_eb3472c3-811e-42bc-a710-978f7d03fb86.jpg_142dc098-e140-40b1-b2b0-ca2bc2290418.jpg,Pityrasis-Alba,Psoriasis,NV,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0015.jpg_cebd29a7-17e8-4694-980a-f6348af3eeff.jpg_f7c9962c-09f6-46bd-b90e-281b706d09b1.jpg,Pityrasis-Alba,Psoriasis,Vitiligo,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0009.jpg_7d268a8a-f2e7-4f8e-b035-1917262cafab.jpg_3227b412-a655-4f5f-8c93-7242fcfcc8d5.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0008.jpg_888d2f6b-0db9-4c09-82fb-26e48b1d049d.jpg_b3c1864e-4dbe-418c-a357-f3c6eef7e519.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0009.jpg_dacf824a-ea1d-4259-9793-53c44845d12d.jpg_2f21e68b-56f6-4278-a9b2-5a638f56b72e.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0011.jpg_5075c7cf-4ed6-4572-8128-5d0213ef2b8e.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0003.jpg_f5a492b3-576c-4113-a631-b5f3eaf0a380.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0015.jpg_547a5840-a4af-459a-b8a4-5f5eae2d5904.jpg_886e701b-6c58-4338-8562-97963f6180d2.jpg,Pityrasis-Alba,Psoriasis,Vitiligo,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0014.jpg_7ef897f8-5a11-442a-8759-273272769f68.jpg_cc18fea3-2ba2-433f-bcd9-336e720a1216.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0003.jpg_68ee14ae-f95c-4920-a691-afdd8a8126bd.jpg_21ca5fcb-ea85-4a71-b788-88da51965cf8.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0011.jpg_f83591b5-3301-47d3-98a2-9a453dd78f0f.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0006.jpg_3fe37e95-dfef-48f4-a3af-1a53fe9d1dc6.jpg_430cf94e-607c-4959-a60d-b20eae0e1a9b.jpg,Pityrasis-Alba,Psoriasis,Vitiligo,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0013.jpg_238492df-2ffe-4924-8b98-6d54926706d5.jpg_49547b48-1cbd-4dc8-bd6c-157b8e764fa5.jpg,Pityrasis-Alba,Psoriasis,VASC,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0015.jpg_547a5840-a4af-459a-b8a4-5f5eae2d5904.jpg_4f93b2b0-99ec-47b9-bd23-e16d0b0fdffa.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0014.jpg_be925445-9fea-4dc8-9d34-4ec81ccc51a4.jpg_4ceea6a4-6f77-4ba1-ae54-90d45a6d131b.jpg,Pityrasis-Alba,NV,MEL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0010.jpg_160dd7cf-de8f-4e4a-8235-dafa544873eb.jpg_4ecb5694-3c15-41d1-8dd5-26019a5f6fee.jpg,Pityrasis-Alba,Psoriasis,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityriasis-alba-0008.jpg_e5479181-ae40-49dc-bf92-e9e4462f181d.jpg,Pityrasis-Alba,Vitiligo,BKL,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0011.jpg_dc8e9812-ffb6-4d4e-921b-d48a497f6649.jpg_0a2ab83d-245e-44bf-a0c5-fb35a44fdab8.jpg,Pityrasis-Alba,Vitiligo,NV,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0013.jpg_bbd9ae55-45b7-4184-ae35-21829ddb3eeb.jpg_608fd1f9-6911-462f-9d8d-c1ac35f2c6fe.jpg,Pityrasis-Alba,Psoriasis,VASC,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0005.jpg_e489a942-5fa8-427c-bc41-b1e757ba53e5.jpg_4fc81948-14c4-4d08-9b04-4052ccc0dd53.jpg,Pityrasis-Alba,MEL,NV,Pityrasis-Alba,9,YES
pityrasis-alba-images_original_pityrasis-alba-images_original_pityriasis-alba-0008.jpg_d4d7ebd4-da08-40fb-9888-70ddee6267ce.jpg_d2f0df12-7e32-4c79-b8d9-f142095f79c9.jpg,Pityrasis-Alba,Vitiligo,Psoriasis,Pityrasis-Alba,9,YES
psoriasis-pustular-generalized-33.jpg,Psoriasis,NV,BKL,Psoriasis,10,YES
PSORIASIS_original_lichen-planus-166.jpg_78d845af-4fa9-4a14-8a17-9576cd38d6e0.jpg,Psoriasis,Pityrasis-Alba,NV,Psoriasis,10,YES
08sebKerm1122049.jpg,Psoriasis,MEL,BKL,Psoriasis,10,YES
PSORIASIS_original_psoriasis-palms-soles-79.jpg_90056596-6ad3-4847-8af9-98bb791775ee.jpg,Psoriasis,BKL,AK,Psoriasis,10,YES
PSORIASIS_original_psoriasis-scalp-65.jpg_ca20ae76-2a98-4888-91a4-c91aea942229.jpg,Psoriasis,DF,SCC,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Chronic-Plaque-132.jpg_1f75ab7a-6d69-4fb5-ac5b-5094c1715497.jpg,Psoriasis,BKL,DF,Psoriasis,10,YES
PSORIASIS_original_pityriasis-rosea-154.jpg_82c9ebd6-8aeb-4d9c-bcce-87ffff6180e7.jpg,Psoriasis,Pityrasis-Alba,NV,Psoriasis,10,YES
PSORIASIS_original_lichen-planus-167.jpg_aa90a1ac-aede-4868-8e60-329b875fb642.jpg,Psoriasis,Pityrasis-Alba,MEL,Psoriasis,10,YES
Lichen-Planus-Hypertrophic-2.jpg,Psoriasis,BKL,NV,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Histology-12.jpg_611e37e3-272b-4a76-8e98-0e1a7770cacf.jpg,Psoriasis,Vitiligo,BKL,Psoriasis,10,YES
08SebDErmPresternal.jpg,Psoriasis,MEL,BKL,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Guttate-112.jpg_e6070bc0-8b53-41c3-af16-148b6176ece6.jpg,Psoriasis,NV,MEL,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-arthritis-1.jpg_c6bd1d1d-e336-4747-b6b4-88c55e81affb.jpg,Psoriasis,MEL,SCC,Psoriasis,10,YES
PSORIASIS_original_pityriasis-rosea-137.jpg_2919b6e5-8103-4cf6-a21d-005e0fc705f2.jpg,Psoriasis,Vitiligo,NV,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Chronic-Plaque-150.jpg_e52e1650-0799-4f13-b032-5a1987abe208.jpg,Psoriasis,MEL,AK,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-HIV-3.jpg_066cb444-3db2-452a-8b51-0bdfced49d5d.jpg,Psoriasis,SCC,BKL,Psoriasis,10,YES
PSORIASIS_original_psoriasis-palms-soles-141.jpg_1e35f444-77f7-4c05-80f5-15d729a90cd5.jpg,Psoriasis,Pityrasis-Alba,MEL,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Chronic-Plaque-187.jpg_a2f136a4-b7e3-47b7-8337-f82b19bf44a7.jpg,Psoriasis,Pityrasis-Alba,Vitiligo,Psoriasis,10,YES
PSORIASIS_original_psoriasis-palms-soles-15.jpg_47e8f05b-082c-4f0c-a4fb-0feacd4af095.jpg,Psoriasis,SCC,AK,Psoriasis,10,YES
PSORIASIS_original_pityriasis-rosea-185.jpg_eaa62dc6-2c05-40ae-832c-f92c45a17b30.jpg,Psoriasis,Pityrasis-Alba,BKL,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Chronic-Plaque-162.jpg_9f974545-8956-4bd2-bf70-9e0c29e54a47.jpg,Psoriasis,AK,SCC,Psoriasis,10,YES
PSORIASIS_original_lichen-planus-159.jpg_0c888c91-8c20-4e49-81c4-4b9196380806.jpg,Psoriasis,BKL,NV,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-nails-10.jpg_11d26773-7076-4732-b738-6f3409f6e965.jpg,Psoriasis,SCC,AK,Psoriasis,10,YES
PSORIASIS_original_psoriasis-palms-soles-93.jpg_f3942f70-a2ac-438a-abfe-b34431939340.jpg,Psoriasis,BKL,Pityrasis-Alba,Psoriasis,10,YES
PSORIASIS_original_pityriasis-rubra-pilaris-31.jpg_bd67975a-9036-4ed5-95c5-f0612cb8756d.jpg,Psoriasis,Pityrasis-Alba,Vitiligo,Psoriasis,10,YES
PSORIASIS_original_Lichen-Planus-Oral-37.jpg_5680d163-f6b8-4454-8b46-ddfd57648261.jpg,Psoriasis,SCC,BCC,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Guttate-108.jpg_36aad243-fb8a-47cc-9de3-04946967eea6.jpg,Psoriasis,Pityrasis-Alba,BCC,Psoriasis,10,YES
Lichen-Planus-Penis-5.jpg,Psoriasis,Pityrasis-Alba,SCC,Psoriasis,10,YES
PSORIASIS_original_pityriasis-rosea-125.jpg_34fe880b-8094-49b1-abbe-eef049b487c4.jpg,Psoriasis,Pityrasis-Alba,BKL,Psoriasis,10,YES
PSORIASIS_original_Lichen-Planus-Oral-19.jpg_186398e8-ff6e-4c24-a3ce-464f0ebf4b6f.jpg,Psoriasis,BKL,AK,Psoriasis,10,YES
lichen-planus-vaginal-7.jpg,Psoriasis,MEL,BKL,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Guttate-54.jpg_61b8edfa-dbc6-4b80-a13d-5fb648f8c863.jpg,Psoriasis,BKL,AK,Psoriasis,10,YES
PSORIASIS_original_pityriasis-rubra-pilaris-53.jpg_2bd61ad5-e369-41d4-b2a1-4d4ef8c5f117.jpg,Psoriasis,BKL,MEL,Psoriasis,10,YES
PSORIASIS_original_seborrheic-dermatitis-136.jpg_b1be1ee7-6281-4059-93b1-29cba741b86e.jpg,Psoriasis,MEL,BKL,Psoriasis,10,YES
PSORIASIS_original_pityriasis-rubra-pilaris-40.jpg_d64840fb-bee9-4ca9-a3f4-d77fa75c65c5.jpg,Psoriasis,MEL,NV,Psoriasis,10,YES
pityriasis-rubra-pilaris-27.jpg,Psoriasis,Pityrasis-Alba,BKL,Psoriasis,10,YES
PSORIASIS_original_psoriasis-palms-soles-162.jpg_5677c405-da4c-412b-9691-11a06e78b50d.jpg,Psoriasis,Vitiligo,NV,Psoriasis,10,YES
PSORIASIS_original_seborrheic-dermatitis-111.jpg_21ef231a-254c-4fe4-9042-f298c6b9a361.jpg,Psoriasis,MEL,BKL,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-sunburn-1.jpg_16a7f07a-50fa-431e-841b-4ef4e03da279.jpg,Psoriasis,Pityrasis-Alba,BKL,Psoriasis,10,YES
PSORIASIS_original_lichen-planus-152.jpg_423088c0-ef81-46c3-8837-2a869d3d9632.jpg,Psoriasis,Pityrasis-Alba,BKL,Psoriasis,10,YES
PSORIASIS_original_08SebDermLids030104.jpg_b2987efe-ff4b-43f1-aecc-7b9b85d57201.jpg,Psoriasis,Pityrasis-Alba,BKL,Psoriasis,10,YES
PSORIASIS_original_Lichen-Planus-Oral-39.jpg_f8f2ba17-87b9-4414-9be7-65dbb30f030f.jpg,Psoriasis,Pityrasis-Alba,SCC,Psoriasis,10,YES
PSORIASIS_original_08SebDermPresternal063002.jpg_27266b58-cab1-4430-93cf-520dec11d4de.jpg,Psoriasis,Pityrasis-Alba,MEL,Psoriasis,10,YES
PSORIASIS_original_Psoriasis-Chronic-Plaque-198.jpg_4a37c8d1-7070-493f-9679-34b5f65405e2.jpg,Psoriasis,Pityrasis-Alba,NV,Psoriasis,10,YES
PSORIASIS_original_Lichen-Sclerosus-Skin-82.jpg_60977806-6c61-4ffe-91c9-29991a361362.jpg,Psoriasis,BKL,DF,Psoriasis,10,YES
PSORIASIS_original_psoriasis-pustular-generalized-44.jpg_bc7e99dd-92b2-42ea-a218-93af40ee8645.jpg,Psoriasis,NV,BKL,Psoriasis,10,YES
Lichen-Sclerosus-Skin-51.jpg,Psoriasis,BKL,AK,Psoriasis,10,YES
PSORIASIS_original_psoriasis-palms-soles-162.jpg_461b5941-b3e9-49fb-978e-11a094d90a0c.jpg,Psoriasis,BCC,MEL,Psoriasis,10,YES
PSORIASIS_original_psoriasis-pustular-generalized-60.jpg_835b0ebe-2ef5-4f46-821f-25403207fb9d.jpg,Psoriasis,NV,BKL,Psoriasis,10,YES
PSORIASIS_original_pityriasis-rubra-pilaris-7.jpg_3f4d91cf-e152-4ec9-b0e6-15ec9b2ee7ca.jpg,Psoriasis,BKL,MEL,Psoriasis,10,YES
